Title,Author,Genre,Pages,Year,Downloads,Rating
Cozy Mysteries Cookbook,"
Hope Callaghan
",Cooking,354,2017,"3,401",5
Food Remedies,"
Florence Daniel
",Cooking,82,1908,"10,973",3
The Indian Cookery Book,,Cooking,290,1900,"15,073",5
The Belgian Cookbook,,Cooking,252,1915,"10,978",4
Old Cookery Books and Ancient Cuisine,"
William Carew Hazlitt
",Cooking,138,1902,"11,598",0
The Italian Cook Book,"
Maria Gentile
",Cooking,130,1919,"13,004",5
American Cookery: Thanksgiving Menus and Recipes,,Cooking,176,1921,"11,620",0
The Complete Book of Cheese,"
Robert Carlton Brown
",Cooking,313,1955,"10,367",5
California Mexican-Spanish Cook Book,"
Bertha Haffner-Ginger
",Cooking,50,1914,"12,906",0
The Book of Household Management,"
Isabella Mary Beeton
",Cooking,1602,1861,"12,846",5
The American Frugal Housewife,"
Lydia Maria Child
",Cooking,142,1832,"9,567",4
The BYU Solar Cooker/Cooler,"
Steven E. Jones
",Cooking,27,2002,"10,337",5
The Chemistry of Food and Nutrition,"
A. W. Duncan
",Cooking,76,1905,"23,926",4
The American Housewife,"
Anonymous
",Cooking,171,1841,"10,000",0
Better Meals for Less Money,"
Mary Green
",Cooking,313,1917,"20,600",0
365 Foreign Dishes,"
Unknown
",Cooking,81,1908,"34,014",0
Letters from the Cape,"
Lady Duff Gordon
",Correspondence,,1921,472,5
"Maria Mitchell: Life, Letters, and Journals","
Maria Mitchell
",Correspondence,226,,430,0
The Life and Letters of Elizabeth Prentiss,"
George Lewis Prentiss
",Correspondence,,,382,5
A ''Y'' Girl in France,"
Katherine Shortall
",Correspondence,50,1919,"9,196",5
Mostly Dark,"
Miranda Kate
",Correspondence,84,2018,"2,537",0
Complete Letters of Mark Twain,"
Mark Twain
",Correspondence,965,,"7,905",0
Letters of the Right Honourable Lady M—y W—y M—e,"
Lady Montagu Mary Wortley
",Correspondence,,1790,455,0
A Publisher and His Friends,"
Samuel Smiles
",Correspondence,,1911,452,0
"Charles Lever, His Life in His Letters, Vol. I","
Charles James Lever
",Correspondence,248,1906,482,0
An Englishwoman's Love-Letters,"
Laurence Housman
",Correspondence,184,1900,"15,797",4
Evelina,"
Fanny Burney
",Correspondence,454,1778,"7,133",5
As A Chinaman Saw Us,,Correspondence,121,1904,"2,986",0
Hurst,"
Robin Crumby
",Correspondence,396,2016,"3,085",0
"Ang Liham ni Dr. Jose Rizal sa mga Kadalagahan sa Malolos, Bulakan","
José Rizal
",Correspondence,17,1889,"6,250",3.75
Ice Crown,"
Kay L. Moody
",Correspondence,142,2019,"3,001",0
Souvenirs de Madame Louise-Élisabeth Vigée-Lebrun,"
Louise-Elisabeth Vigée-Lebrun
",Correspondence,,1835,484,0
Letters to His Son 1759-65,"
The Earl of Chesterfield
",Correspondence,,,426,0
"Army Letters from an Officer's Wife, 1871-1888","
Frances Marie Antoinette Mack Roe
",Correspondence,,1888,"3,697",5
Portraits et études; Lettres inédites de Georges Bizet,"
Georges Bizet
Hugues Imbert
",Correspondence,,1894,463,0
Letters of Franklin K. Lane,"
Franklin K. Lane
",Correspondence,,1922,488,0
Achtundvierzig Briefe von Johann Gottlieb Fichte und seinen Verwandten,"
Johann Gottlieb Fichte
",Correspondence,,1862,"3,882",0
Rev's Odyssey,"
R. R. Kaufman
",Correspondence,349,2021,859,0
Letters to His Son 1750,"
The Earl of Chesterfield
",Correspondence,,,461,0
Becoming Bader,"
T.K. Eldridge
",Correspondence,65,2022,"2,919",0
"Samuel F. B. Morse, His Letters and Journals - Volume II","
Samuel F. B. Morse
",Correspondence,,1914,401,0
Letters to His Son 1751,"
The Earl of Chesterfield
",Correspondence,123,,375,0
How to Write Letters (Formerly The Book of Letters),"
Mary Owens Crowther
",Correspondence,287,1922,"15,062",3
"Beethoven's Letters 1790-1826, Volume 2","
Ludwig van Beethoven
",Correspondence,216,1826,"5,855",0
Fireplay,"
Steve P. Vincent
",Correspondence,51,2017,"1,525",0
Dear Enemy,"
Jean Webster
",Correspondence,164,1915,"9,091",4.8
Letters to Sir William Windham and Mr Pope,"
Lord Bolingbroke
",Correspondence,,,434,0
Advice to a Young Man upon First Going to Oxford,"
Edward Berens
",Correspondence,0,1832,"3,607",0
The Letters of Charles Dickens,"
Charles Dickens
",Correspondence,445,1880,"2,843",0
AL Clark,"
Jonathan G. Meyer
",Correspondence,284,2014,"4,007",4.5
"Lettres à M. Panizzi - 3eme édition, Tome I","
Prosper Mérimée
",Correspondence,,1881,460,0
"Jane Austen, Her Life and Letters","
Richard Arthur Austen-Leigh
William Austen-Leigh
",Correspondence,0,1913,"3,316",0
Letters to His Son 1752,"
The Earl of Chesterfield
",Correspondence,,,423,0
Glimpses of Bengal,"
Rabindranath Tagore
",Correspondence,109,1920,"3,592",4
Unforgettable,"
Linda Barrett
",Correspondence,204,2021,"2,169",0
Daddy-Long-Legs,"
Jean Webster
",Correspondence,127,1914,"34,257",4.5833333333333
Briefe aus dem Gefängnis,"
Rosa Luxemburg
",Correspondence,64,1922,"3,364",0
Souvenirs et correspondance tirés des papiers de Mme Récamier,"
Jeanne Françoise Julie Adélaïde Bernard Récamier
",Correspondence,0,1860,442,0
The Complete Works of Robert Burns,"
Allan Cunningham
Robert Burns
",Correspondence,1887,1855,"5,277",3
The Reluctant Coroner,"
Paul Austin Ardoin
",Correspondence,346,2018,"3,712",0
A correspondência de Fradique Mendes,"
Eça de Queirós
",Correspondence,147,1900,"3,188",0
Chicken Culprit,"
Vikki Walton
",Correspondence,434,2018,"1,838",0
When We Let Go,"
Delancey Stewart
",Correspondence,280,2018,"4,423",0
"The Life and Letters of Thomas Henry Huxley, vol 2","
Leonard Huxley
",Correspondence,,,404,0
Chosen,"
Christine Pope
",Correspondence,382,2015,"2,492",0
Aurelian,"
William Ware
",Correspondence,340,1838,"3,163",0
Town Life in Australia,"
Richard Ernest Nowell Twopeny
",Correspondence,,1883,443,0
Life and Letters of John Gay (1685-1732),"
Lewis Melville
",Correspondence,199,1921,429,0
The Autobiography of Charles Darwin,"
Charles Darwin
",Correspondence,58,1887,"16,749",0
The Backwoods of Canada,"
Catherine Parr Traill
",Correspondence,242,1836,"4,097",1
Souvenirs et correspondance tirés des papiers de Mme Récamier,"
Jeanne Françoise Julie Adélaïde Bernard Récamier
",Correspondence,0,1860,447,0
"Charles Lever, His Life in His Letters, Vol. II","
Charles James Lever
",Correspondence,,1906,394,0
Letters of Anton Chekhov to his Family and Friends,"
Anton Chekhov
",Correspondence,314,,"3,501",0
Letters to His Son 1749,"
The Earl of Chesterfield
",Correspondence,,1749,423,0
Letters to His Son 1753-54,"
The Earl of Chesterfield
",Correspondence,,,406,0
Adventures and Letters of Richard Harding Davis,"
Richard Harding Davis
",Correspondence,,,"4,388",0
Little Brother,"
Cory Doctorow
",Creative Commons,345,2008,"15,470",4.0625
The Beach Scene,"
Albert Berg
",Creative Commons,15,2010,"14,512",3.9090909090909
Mostly Dark,"
Miranda Kate
",Creative Commons,84,2018,"2,537",0
The Jargon File,"
Eric S. Raymond
",Creative Commons,1569,2000,"17,116",0
The House Beyond Your Sky,"
Benjamin Rosenbaum
",Creative Commons,,2006,768,0
Ventus,"
Karl Schroeder
",Creative Commons,652,2007,"14,140",4.6
This Unhappy Planet,"
Marc Horne
",Creative Commons,127,2010,"24,833",5
The Ware Tetralogy,"
Rudy Rucker
",Creative Commons,881,2010,"13,458",5
Hurst,"
Robin Crumby
",Creative Commons,396,2016,"3,085",0
"Watersnake, Firesnake","
Jason Erik Lundberg
",Creative Commons,,2007,549,2.5
Alien Cradle,"
Jeff Inlo
",Creative Commons,285,2009,"19,029",3.4615384615385
Ice Crown,"
Kay L. Moody
",Creative Commons,142,2019,"3,001",0
'The Bitter Chain of Slavery': Reflections on Slavery in Ancient Rome,"
Keith Bradley
",Creative Commons,26,2005,"15,713",5
Living History,"
Ben Essex
",Creative Commons,115,2010,"21,037",3.6666666666667
Canada and Other Poems,"
T. F. Young
",Creative Commons,119,,741,0
(Nothing But) Flowers,"
John G. McDaid
",Creative Commons,38,2009,"12,707",3
"Write Stories To Me, Grandpa!","
Meyer Moldeven
",Creative Commons,,1987,790,0
Buddy Holly is Alive and Well on Ganymede,"
Bradley Denton
",Creative Commons,322,1991,"13,409",4.3571428571429
Rev's Odyssey,"
R. R. Kaufman
",Creative Commons,349,2021,859,0
Becoming Bader,"
T.K. Eldridge
",Creative Commons,65,2022,"2,919",0
Single: Miss Tennessee b/w The Cryerer,"
Jim Hanas
",Creative Commons,,2007,712,5
The Demon Girl,"
Penelope Fletcher
",Creative Commons,208,2010,"66,422",4.0277777777778
Seven Swords,"
Michael E. Shea
",Creative Commons,167,2008,"13,298",3.5714285714286
Fireplay,"
Steve P. Vincent
",Creative Commons,51,2017,"1,525",0
The Long Ride Out,"
Lewis Shiner
",Creative Commons,16,1976,757,0
Binary,"
Jay Caselberg
",Creative Commons,328,2009,"19,314",4.2222222222222
AL Clark,"
Jonathan G. Meyer
",Creative Commons,284,2014,"4,007",4.5
Blindsight,"
Peter Watts
",Creative Commons,0,2006,"31,227",4.1428571428571
Ancient and Modern Physics,"
Thomas E. Willson
",Creative Commons,70,1901,"15,275",3.5
This Little Pig,"
Mary Robinette Kowal
",Creative Commons,,2007,778,2
For the Win,"
Cory Doctorow
",Creative Commons,471,2010,"27,341",3
Delver Magic I: Sanctum's Breach,"
Jeff Inlo
",Creative Commons,484,2009,"17,946",3.6666666666667
Bicycle Shop Murder,"
Robert Burton Robinson
",Creative Commons,202,2006,"12,893",4.4545454545455
Unforgettable,"
Linda Barrett
",Creative Commons,204,2021,"2,169",0
The Roman and the Runaway,"
A. J. Braithwaite
",Creative Commons,120,2009,584,0
The Reluctant Coroner,"
Paul Austin Ardoin
",Creative Commons,346,2018,"3,712",0
Chicken Culprit,"
Vikki Walton
",Creative Commons,434,2018,"1,838",0
When We Let Go,"
Delancey Stewart
",Creative Commons,280,2018,"4,423",0
Chosen,"
Christine Pope
",Creative Commons,382,2015,"2,492",0
Cerbo en Vitra ujo,"
Mary Robinette Kowal
",Creative Commons,18,2006,680,5
2012,"
Mike Cooper
",Creative Commons,492,2007,"26,540",3
Wouldn't It Be Nice,"
Lewis Shiner
",Creative Commons,,1995,796,0
12 Steps,"
Darren R. Hawkins
",Creative Commons,145,2008,"14,580",5
All Things Are Lights,"
Robert J. Shea
",Creative Commons,617,1986,"17,515",4
Accelerando,"
Charles Stross
",Creative Commons,819,2005,"47,078",4.6363636363636
Corvus,"
L. Lee Lowe
",Creative Commons,460,2010,"13,599",3
Mostly Dark,"
Miranda Kate
",Criticism,84,2018,"2,537",0
Orthodoxy,"
G. K. Chesterton
",Criticism,140,1908,"14,046",5
Write It Right,"
Ambrose Bierce
",Criticism,46,1909,"6,140",0
Heretics,"
G. K. Chesterton
",Criticism,140,1905,"6,565",0
Art,"
Clive Bell
",Criticism,143,1913,"4,168",0
English Literary Criticism,"
Charles Edwyn Vaughan
",Criticism,238,,"4,351",0
Hurst,"
Robin Crumby
",Criticism,396,2016,"3,085",0
Brief History of English and American Literature,"
Henry A. Beers
",Criticism,418,1886,"4,330",3
On the Decay of the Art of Lying,"
Mark Twain
",Criticism,16,,"4,306",0
Ice Crown,"
Kay L. Moody
",Criticism,142,2019,"3,001",0
An anthology of German literature,"
Calvin Thomas
",Criticism,515,1906,"6,548",0
The Book of the Damned,"
Charles Hoy Fort
",Criticism,330,1919,"7,240",0
Rev's Odyssey,"
R. R. Kaufman
",Criticism,349,2021,859,0
Becoming Bader,"
T.K. Eldridge
",Criticism,65,2022,"2,919",0
Adventures in Criticism,"
Arthur Thomas Quiller-Couch
",Criticism,232,1896,"8,828",5
"Harvard Classics, vol 32","
Immanuel Kant
Ernest Renan
Giuseppe Mazzini
C. -A. Sainte-Beuve
Michel de Montaigne
Friedrich von Schiller
Gotthold Ephraim Lessing
",Criticism,356,,"6,874",0
Fireplay,"
Steve P. Vincent
",Criticism,51,2017,"1,525",0
Homer's Odyssey,"
Denton Jaques Snider
",Criticism,307,,"8,182",4
Culture and Anarchy,"
Matthew Arnold
",Criticism,0,,"4,743",4
AL Clark,"
Jonathan G. Meyer
",Criticism,284,2014,"4,007",4.5
Kritik der reinen Vernunft (2nd edition) ,"
Immanuel Kant
",Criticism,580,1787,"8,750",5
Unforgettable,"
Linda Barrett
",Criticism,204,2021,"2,169",0
Free Culture,"
Lawrence Lessig
",Criticism,306,2004,"10,814",0
The Reluctant Coroner,"
Paul Austin Ardoin
",Criticism,346,2018,"3,712",0
What's Wrong With The World,"
G. K. Chesterton
",Criticism,160,1910,"4,484",0
The American Credo,"
H. L. Mencken
George Jean Nathan
",Criticism,116,1920,"4,324",4
Chicken Culprit,"
Vikki Walton
",Criticism,434,2018,"1,838",0
When We Let Go,"
Delancey Stewart
",Criticism,280,2018,"4,423",0
Chosen,"
Christine Pope
",Criticism,382,2015,"2,492",0
The Critique of Practical Reason,"
Immanuel Kant
",Criticism,173,1788,"11,412",0
The Delicious Vice,"
Young E. Allison
",Criticism,79,1907,"4,842",0
The Book of the Damned,"
Charles Fort
",Criticism,321,1919,"9,763",3
Appreciations and Criticisms of the Works of Charles Dickens,"
G. K. Chesterton
",Criticism,178,1911,"4,889",0
A. W. Kinglake,"
William Tuckwell
",Criticism,,1902,"4,720",0
The Miracle Mongers and their Methods,"
Harry Houdini
",Criticism,109,1929,"4,010",0
The Critique of Pure Reason,"
Immanuel Kant
",Criticism,461,1781,"27,046",5
Mostly Dark,"
Miranda Kate
",Drama,84,2018,"2,537",0
Los favores del mundo,"
Juan Ruiz de Alarcón
",Drama,159,1628,"1,529",0
By Wit of Woman,"
Arthur W. Marchmont
",Drama,268,1905,"32,146",0
Hedda Gabler,"
Henrik Ibsen
",Drama,,1890,"1,533",0
The 'Mind the Paint' Girl,"
Arthur Wing Pinero
",Drama,204,1912,"16,494",4
Julius Caesar,"
William Shakespeare
",Drama,130,1884,"1,575",0
The Jewel Merchants,"
James Branch Cabell
",Drama,,1921,"1,519",0
Riders to the Sea,"
J. M. Synge
",Drama,26,1904,"22,772",3
The Complete Works of William Shakespeare,"
William Shakespeare
",Drama,9,,"209,976",4
All's Well That Ends Well,"
William Shakespeare
",Drama,123,1603,"19,614",4
The Taming of the Shrew,"
William Shakespeare
",Drama,92,1593,"13,943",0
The Ghost Breaker,"
Paul Dickey
Charles Goddard
",Drama,,1909,"1,517",0
'A Comedy of Errors' in Seven Acts,"
Spokeshave
",Drama,124,1914,"29,806",3
Hurst,"
Robin Crumby
",Drama,396,2016,"3,085",0
Il sogno di Scipione,"
Pietro Metastasio
",Drama,31,1735,"1,521",0
Ice Crown,"
Kay L. Moody
",Drama,142,2019,"3,001",0
"Tamburlaine the Great, Part 1","
Christopher Marlowe
",Drama,88,1590,"1,569",0
John Bull's Other Island,"
George Bernard Shaw
",Drama,,1904,"1,559",0
All For Love,"
John Dryden
",Drama,95,1677,"47,835",4.5
Early Plays,"
Henrik Ibsen
",Drama,,,"1,544",0
Pirates,"
Colin Campbell Clements
",Drama,32,1922,"11,390",0
A Doll's House,"
Henrik Ibsen
",Drama,95,1879,"13,772",0
King Lear,"
William Shakespeare
",Drama,126,1605,"22,500",3
Rev's Odyssey,"
R. R. Kaufman
",Drama,349,2021,859,0
The Melting-Pot,"
Israel Zangwill
",Drama,165,1909,"1,529",0
Becoming Bader,"
T.K. Eldridge
",Drama,65,2022,"2,919",0
19th Century Actor Autobiographies,"
George Iles
",Drama,139,,"10,657",3
The Iphigenia in Tauris,"
Euripedes
",Drama,67,,"1,522",0
R.U.R.,"
Karel Čapek
",Drama,87,1920,"10,663",5
Le Médicin Malgré Lui,"
Molière
",Drama,,1892,"1,566",0
Fireplay,"
Steve P. Vincent
",Drama,51,2017,"1,525",0
Einige Gedichte ,"
Friedrich von Schiller
",Drama,,,"1,552",0
Tristi Amori,"
Giuseppe Giacosa
",Drama,149,1900,"1,514",0
Faust,"
Johann Wolfgang von Goethe
",Drama,221,1808,"14,003",0
AL Clark,"
Jonathan G. Meyer
",Drama,284,2014,"4,007",4.5
A Love Episode,"
Émile Zola
",Drama,,1878,"1,524",0
Pygmalion,"
George Bernard Shaw
",Drama,141,1914,"33,368",5
Macbeth,"
William Shakespeare
",Drama,97,1606,"139,325",3.75
Arms and the Man,"
George Bernard Shaw
",Drama,88,1898,"17,940",4.5
Unforgettable,"
Linda Barrett
",Drama,204,2021,"2,169",0
La mort de César,"
Voltaire
",Drama,0,1735,"1,554",0
The Reluctant Coroner,"
Paul Austin Ardoin
",Drama,346,2018,"3,712",0
The Admirable Crichton,"
J. M. Barrie
",Drama,86,1902,"10,992",5
Chicken Culprit,"
Vikki Walton
",Drama,434,2018,"1,838",0
When We Let Go,"
Delancey Stewart
",Drama,280,2018,"4,423",0
The Atlantic Book of Modern Plays,,Drama,0,1921,"1,560",5
My Actor-Husband,"
Anonymous
",Drama,156,1912,"1,559",3
Cymbeline,"
William Shakespeare
",Drama,120,1607,"1,543",0
De Koopman van Venetië,"
William Shakespeare
",Drama,125,1903,"1,508",0
Antony and Cleopatra,"
William Shakespeare
",Drama,122,1606,"15,105",3
Chosen,"
Christine Pope
",Drama,382,2015,"2,492",0
An Ideal Husband,"
Oscar Wilde
",Drama,108,1895,"26,489",4.3333333333333
The Theory of the Theatre,"
Clayton Meeker Hamilton
",Drama,177,1910,"1,534",0
The Importance of Being Earnest,"
Oscar Wilde
",Drama,79,1895,"50,289",4.75
"Everyman and Other Old Religious Plays, with an Introduction",,Drama,0,1909,"1,514",0
Eta Eyolf,"
Henrik Ibsen
",Drama,114,1894,"1,543",0
Man and Superman,"
George Bernard Shaw
",Drama,176,1903,"14,298",0
Woyzeck ,"
Georg Büchner
",Drama,38,1925,"10,809",2.4
The Duchess of Malfi,"
John Webster
",Drama,133,1623,"11,911",0
The Bicyclers and Three Other Farces,"
John Kendrick Bangs
",Drama,,1896,"1,562",0
Greenmantle,"
John Buchan
",Espionage,247,1916,"12,153",4
Bulldog Drummond,"
Herman Cyril McNeile
",Espionage,247,1920,"9,433",4.7142857142857
Affair in Araby,"
Talbot Mundy
",Espionage,156,1934,"9,602",3
CIA Machinations in Chile in 1970,"
Kristian C. Gustafson
",Espionage,34,2003,"6,248",4
The Box with Broken Seals,"
E. Phillips Oppenheim
",Espionage,248,1919,"6,752",3.5
Air Service Boys Over the Enemy's Lines,"
Charles Amory Beach
",Espionage,131,1919,"5,786",5
The Time Traders,"
Andre Norton
",Espionage,178,1958,"15,039",3.8333333333333
A Maker of History,"
E. Phillips Oppenheim
",Espionage,288,1905,"8,390",3
The Double Traitor,"
E. Phillips Oppenheim
",Espionage,244,1915,"7,271",3.6666666666667
Mr. Standfast,"
John Buchan
",Espionage,311,1919,"7,083",4.5
The Thirty-Nine Steps,"
John Buchan
",Espionage,101,1915,"37,973",4.1111111111111
The Scarlet Pimpernel,"
Baroness Emmuska Orczy
",Espionage,228,1905,"12,798",4.5
The Count's Chauffeur,"
William le Queux
",Espionage,231,1907,"6,006",2
The Apartment Next Door,"
William Andrew Johnston
",Espionage,167,1919,"24,283",4.5555555555556
100%: The Story of a Patriot,"
Upton Sinclair
",Espionage,279,1920,"11,379",4.3333333333333
Kim,"
Rudyard Kipling
",Espionage,296,1901,"26,716",4.6666666666667
The International Spy,"
Allen Upward
",Espionage,252,1904,"20,695",4
Affairs of State,"
Burton E. Stevenson
",Espionage,178,1906,"15,183",4.3333333333333
The Boy Spy,"
Joseph Orton Kerbey
",Espionage,594,1887,"6,047",4
The Czar's Spy,"
William le Queux
",Espionage,270,1905,"15,165",4.2222222222222
